title,author,rating,warning,category,fandom,relationship,characters,additional_tags,publish_time,words,hits,kudos,comments,summary,firsthundred,url
【Evanstan】想听着你的声音入睡（Seven）,KSharon0428,['General Audiences'],[],['M/M'],['Captain America (Movies)'],['Chris Evans/Sebastian Stan'],there is nothing,there is nothing,2019-10-13,3582,316,4,0,Chris Evans &amp; Sebastian Stan,Sebastian醒来的时候外面的天色还没亮，卧室里黑漆漆的，宛如回到了那个被折磨过的卧室似的惊得他一个翻身就想起床，当然酸疼的腰和隐隐作痛的小腹让他没能成功直起身子。“唔，seb别闹……”被Seba,https://archiveofourown.org/works/21015170
艳僧02,zyzy520,['General Audiences'],['Creator Chose Not To Use Archive Warnings'],there is nothing,['Shihualuofan'],there is nothing,there is nothing,there is nothing,2018-11-08,2754,2161,19,0,no summary,…………从某种不可言说的梦境中醒来之后，越鸣溪动了动有些虚软的腰身，发觉自己正赤身裸体地被绑在一块溪涧边的巨石上。幽篁山中的春雨早已停歇，日光潺潺地照在他恍惚的侧脸，这才唤回了一些他的神智，下意识朝某,https://archiveofourown.org/works/16559060
別得罪天蠍，除非你是金牛,飛魚郵票 (becfishcode),['General Audiences'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['霆峰 - Fandom'],['霆峰 - Relationship'],there is nothing,['RPS - Freeform'],2018-05-24,764,247,4,0,no summary,見了面，陳偉霆理所當然摸了摸他的眼睛，沿著眼窩，輕輕地摸了一圈。這樣的小心翼翼，讓李易峰有些想笑，他拍掉了陳偉霆的手。陳偉霆挑起單邊眉毛，冷著臉問：“說！這誰弄的？”李易峰道：“李易峰。”陳偉霆瞬間垂,https://archiveofourown.org/works/14744759
【Good Omens】Half or Double,Herzblatt_FP,['General Audiences'],['Creator Chose Not To Use Archive Warnings'],"['M/M', 'Other']","['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']",['Crowley/Aziraphale（Good omens）'],"['Raphael (Good Omens)', 'Aziraphale (Good Omens)', 'Crowley (Good Omens)', 'Satan | Lucifer (Good Omens)', 'God (Good Omens)', 'Adam Young (Good Omens)']",there is nothing,2019-07-15,4570,623,37,2,拉斐尔知道他的梦都是真实，天使和恶魔也是，但他睡着的时候弗洛伊德和荣格还没有出生。,拉斐尔突然开始嗜睡。似乎是从路西法离开他们开始，曾经的晨星跌入刺鼻的硫磺和肮脏的污泥中，他还记得晨星的眼睛，就算堕落时也那么耀眼。拉斐尔亲吻上帝的衣摆，唤他父亲，求他网开一面，天使的眼泪落在父亲的脚边,https://archiveofourown.org/works/19816792
一摸湿是条意面,oiamasuperdancingqueen,['General Audiences'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['Inception (2010)'],"['Arthur/Eames (Inception)', 'Arthur/Dom Cobb (Inception)']","['Eames (Inception)', 'Arthur (Inception)', 'Dom Cobb']",there is nothing,2014-04-19,553,178,1,0,no summary,一摸湿是条意面这是全城最棒的意大利餐馆。提供最浓郁的白汁，最地道的西西里小调，和窗外最浪漫的石板路。一摸湿在和生蚝Saito一起来到厨房他第一眼就注意到了阿射。太耀眼。他赞叹。凛冽的金属质感，在清晨的,https://archiveofourown.org/works/1488250
[The Avengers|盾鐵|Steve/Tony]名為永遠的過去,jarwei,['General Audiences'],['Creator Chose Not To Use Archive Warnings'],['M/M'],"['The Avengers (Marvel Movies)', 'Avengers (Comics)']","['Steve Rogers/Tony Stark', '盾鐵']","['Steve Rogers', 'Tony Stark', 'Thor (Marvel)']",there is nothing,2014-05-10,2382,1258,6,1,有點虐……,[復仇者聯盟|Steve/Tony|盾鐵]名為永遠的過去 Steve Rogers老了。正如字面意義上那樣，雖然他的身體裏注射了超級士兵血清，卻並不能阻止身體機能的衰老。在Rogers的壯年，他從一個,https://archiveofourown.org/works/1594400
年年岁岁,Tangyitian,['General Audiences'],[],['Gen'],['Saiyuki (Anime & Manga)'],['Cho Hakkai & Genjo Sanzo & Sha Gojyo & Son Goku'],"['Cho Hakkai', 'Genjo Sanzo', 'Sha Gojyo', 'Son Goku (Saiyuki)']",there is nothing,2017-09-22,2025,7,1,0,存档，写于2017.9 八戒生贺，四人组的吵闹故事,日常向，无cp，老梗八戒花喃生日快乐一直满课昨天没码完QAQ四人字迹描述参考大神所绘三藏方框眼镜叼烟的涂鸦里四人吐槽的字迹————我是分割线————从早上开始，就总觉得很多地方很奇怪。昨天半夜时分好不,https://archiveofourown.org/works/22953853
脑洞小甜饼,AeroX,['General Audiences'],['Creator Chose Not To Use Archive Warnings'],['Other'],['偶像练习生 | Idol Producer (TV)'],['n/a'],['Han Mubo'],['RPS - Freeform'],2020-02-15,938,29,0,0,Harry Potter &amp; Dark Material Crossover 注：HP的设定大家都知道，DM的话其实简单说就是伴灵共生共感，有鉴于我只追了正在更新中的BBC剧版，所以如果后续吃设定，都是我的锅www私设故事发生在黑暗物质三部曲结束后，老韩的伴灵是白爪子的黑猫，以及他的伴灵可以离开他稍微远一点儿的距离这样。,整个霍格沃茨七个年级的小崽子们都喜欢做客教授韩沐伯那只叫做小锦的伴灵。那可是一只会说话的猫，毛绒绒，热乎乎，在你挠她下巴的时候会拿尾巴缠上你的手腕用娇滴滴的声音跟你说“谢谢”的猫！就连骄傲的斯莱特林，,https://archiveofourown.org/works/22735225
Dependence,freeal,['General Audiences'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['Thor (Movies)'],['Loki & Thor (Marvel)'],"['Loki (Marvel)', 'Thor (Marvel)']","['Ambiguous Relationships', 'Love/Hate', 'nah', 'just hate']",2014-08-17,2495,386,1,0,如果这不是恨，伟大的Thor，你如何为它命名？,Loki没有浪费救下Thor的那一瞬间，顺势将刀锋对准了雷霆之神的脖颈。Thor知道的下一件事就是，Loki的靴子正踏在自己的胸口。绿眼黑发的神祗耀武扬威地吐出一串讥讽之词，而Thor甚至不需要知道它,https://archiveofourown.org/works/2152527
硬如磐石,Sandrazhao,['General Audiences'],['Creator Chose Not To Use Archive Warnings'],['M/M'],"['Glimmertwins', 'Keith Richards/Mick Jagger']",['Keith Richards/Mick Jagger - Relationship'],"['Keith Richards', 'Mick Jagger']",['alternative universe'],2019-09-20,1915,66,1,0,"A working-class Mick Jagger just lost his job, and he began to consider the childish dream of becoming a rock star.",一，世界经济形势风云变幻，普通人看起来也就是眼花缭乱的金融报道，顶多在年末的时候发现自己的存折数字与往年不同，不过好在英国人大多不具有算出利息率的数学水平。然而，对于专业人士来说，纽约交易所与伦敦交易,https://archiveofourown.org/works/20706038
【XD27】泉秀 狗狗情缘,Louisalisation,['General Audiences'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['Hanazakari no Kimitachi e - Ikemen Paradise | Hana-Kimi (TV)'],there is nothing,"['中津秀一', '佐野泉']",there is nothing,2017-10-28,1154,141,2,0,裕次郎想追加奈子，但是受到秀一和他妈妈的阻挠。 同时泉秀之间也在修复他们因为泉受伤而产生的裂痕。 最后修过头了变成小情侣，而裕次郎和加奈子也终成眷属的傻白甜故事。,*我，佐野裕次郎，是一条好狗。现在正在出差。自从泉脚踝受伤，退出比赛之后，我就被他从家里接到樱咲学院，担当起治愈心灵的角色。理顺毛发、叼着绳子求散步、追尾巴装傻，还有控制住自己的屁股在允许的时段嗯嗯，,https://archiveofourown.org/works/12531364
【异色米英】线悬之间,mshr,['General Audiences'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['Hetalia: Axis Powers'],['America/England (Hetalia)'],there is nothing,there is nothing,2019-06-07,9785,78,1,0,登山运动约定俗成由几个人组成队伍，以便互相扶持，同时也需要同甘共苦,1刚入秋的威尔克小镇气候宜人，阳光铺洒开来给人以温暖。然而令这座小镇小有名气的却是旁边直入云霄的雪山。山被云层遮挡常常看不到顶，终年不化的雪组成了一道雪线，在这以上是无人踏足的世界。 “见鬼了，居然还,https://archiveofourown.org/works/19123309
【露普】Der Reichston(國之聲)Ⅱ-3,wish2611,['General Audiences'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['Hetalia: Axis Powers'],['Russia/Prussis(Hetalia)'],"['Russia (Hetalia)', 'Prussia (Hetalia)']",['aph'],2019-11-24,11064,28,0,0,Author:朔莫 歷史向長篇，舊文自貼方便同好閱讀,第三章、冠冕 「德意志所仰賴普魯士的，不是自由主義，而是軍事實力。當前的重大問題不是靠演說和多數決所能決定的，而是靠鐵和血。」鐵血宰相的宣言引起普魯士全國譁然，成為議會和輿論交相攻擊的對象。普魯士殿下,https://archiveofourown.org/works/21545251
Saturnz Barz,gospeller,['General Audiences'],[],['M/M'],['DCU (Comics)'],['Dick Grayson/Jason Todd'],"['Dick Grayson', 'Jason Todd']",['Falling In Love'],2018-09-16,4581,529,9,0,几乎所有的故事都拥有两样亘古不变的主题。,回想起那个下午，杰森·陶德已经不再执拗地不愿接受，认为那不可思议。他仍记得那时的困惑、惊慌，还有装出来的满不在乎，他记得它在那一瞬间穿过自己的胸膛继而走远时心房的震颤，但仅是记得而已，他已不再能感受到,https://archiveofourown.org/works/16003490
流火,fareyewell,['General Audiences'],[],['Gen'],"[""Assassin's Creed - All Media Types""]",there is nothing,['Ratonhnhaké:ton | Connor'],there is nothing,2019-04-28,10354,80,1,2,康纳个人向，为了放松心情写的，慢慢地写了很久，很无聊也没有任何内容，万字多的守林员paro，两个普通人的闲聊,认识康纳是好几年之前的事情。在见到康纳之前，我以为他会是个长着络腮胡、有着酒槽鼻和大肚子的中年男人。他没跟我通电话，但是负责人把他的东西都交给了我，所以只好由我前去——呃，怎么说呢，一般没这个步骤，其,https://archiveofourown.org/works/18629932
[y2] Creep (2),Morimori617,['General Audiences'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['Arashi (Band)'],there is nothing,there is nothing,there is nothing,2016-10-29,399,393,1,2,no summary,而随着药酒被揉进皮肤，腰腹部与樱井的皮肤直接摩擦的触感却变得更明显了。二宫半仰在床上喘着气，绝望地发现自己硬了。无可救药地顶起了他可笑的花内裤，在樱井移动手腕时顶到了他的手臂。樱井动作一滞，往下看了一,https://archiveofourown.org/works/8407192
夫妇善哉,ridgeline,['General Audiences'],[],['M/M'],['Metal Gear'],['Venom Snake/Kazuhira Miller'],"['Venom Snake', 'Kazuhira Miller']","['Domestic Stuff Strike Again', 'and again', 'Kaz Cooking', 'What do I Miss', 'Red Bean Rice Cake Soup!']",2017-02-02,1640,0,17,0,Kaz做了红豆年糕汤。,下班的时候Kaz开车去了日本城的超市，补充日用品，他转悠了一会儿，最后无所事事地打量半成品柜的时候，发现现在全世界的每个城市确实是越来越像了，旧金山的超市和东京的几乎如出一辙。他的手指刮过玻璃柜上的霜,https://archiveofourown.org/works/9552368
The Pastry of Love,Etaceh_ (Malili_J),['General Audiences'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['Fantastic Beasts and Where to Find Them (Movies)'],['Original Percival Graves/Newt Scamander'],"['Percival Graves', 'Newt Scamander', 'Seraphina Picquery', 'Theseus Scamander', 'Tina Goldstein', 'Queenie Goldstein']",['Alternate Universe - Coffee Shops & Cafés'],2020-02-21,9226,40,0,0,咖啡店店长Newt和顾客Percival一见钟情的故事 这是一篇2017年左右的小文章，首发于Gramander同人志《Echo》 很高兴能跟画手写手太太们并肩合作，回头看过来这篇文章能被选上真的很幸运,被下属制造出来的麻烦忙了两天的Percival Graves一手关上了办公室的门，把自己埋进了宽大舒适的老板椅里，长呼一口积怨许久的气。这回数据差错太过夸张，整个办公室为了弥补过错而鸡飞狗跳，处在紧张,https://archiveofourown.org/works/22830145
戏中戏 二十四,lightsaber233,['General Audiences'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['全职高手'],there is nothing,there is nothing,there is nothing,2018-07-29,3345,552,7,1,no summary,二十四 选秀节目第二季开赛在即，创造了奇迹的AREA V五人一同受邀参加了某时尚杂志主办的慈善晚宴。大家久未聚头，但境况已大不相同。五人在红毯前留下珍贵的合照，名字并排签到一起，毕竟这可是当晚需要重点,https://archiveofourown.org/works/15478440
After The Storm,jenesuispaslalune,['General Audiences'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['20th Century CE RPF'],['Ludwig Wittgenstein/David Pinsent'],"['Ludwig Wittgenstein', 'David Pinsent']",['First Meetings'],2019-02-13,912,105,4,5,*大卫视角他告诉我，那天之后，他心里刚刚栽下的那棵英国榆的枝干全部掉落、坠地、粉碎。 在它经历了一场美妙的暴风雨之后。预情人节快乐！,我第一次在教室之外的地方见到路德维希是在教学楼前面的矮树丛前。傍晚，我抱着一沓杂乱的演草纸从教学楼里出来，正往图书馆赶，思绪还在下课铃响起之前的那道证明题里。然而眼前这幅有趣的图景让我停下脚步。路德维,https://archiveofourown.org/works/17764802
Colors,Cold,['General Audiences'],[],['M/M'],['Wanna One (Band)'],['Park Jihoon/Ha Sungwoon'],"['Park Jihoon', 'Ha Sungwoon', 'Kang Daniel', 'Ong Seongwu', 'Hwang Minhyun', 'Yoon Jisung']","['Jealousy', 'Emotional Hurt']",2018-06-29,1509,139,4,2,no summary,00.一開始，他不明白為什麼所有人的眼神都追逐他。只是個嬌小的哥哥不是嗎？01.就像個開啟上帝視角的旁觀者，他一眼就看清了他們哥哥line的感情線。其中最好看懂的人，是那個位在錯綜複雜的紅線中最中心的,https://archiveofourown.org/works/15090779
The Ecstasy,Indifeso,['General Audiences'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['Endeavour (TV)'],['Peter Jakes/Endeavour Morse'],"['Peter Jakes', 'Endeavour Morse']",there is nothing,2019-09-01,5266,119,7,0,一次醉酒后的邀请,Morse有一双笑起来很温柔的眼睛，Jakes盯着他，心不在焉的想，但对方却吝于向他展露。酒馆的温度升到了逼人的热度，Jakes的高领线衫在脖子上捂出了薄汗，他特意在这种下班后和同事的消遣时刻提前回家,https://archiveofourown.org/works/20471261
